doc_id,ipc_code,ipc_main,ipc_class
659,G06N3/096,G06N,G06
659,G06N3/098,G06N,G06
659,G06Q30/0201,G06Q,G06
659,G06Q30/0207,G06Q,G06
659,G10L15/16,G10L,G10
659,G10L15/18,G10L,G10
659,G10L15/26,G10L,G10
659,G10L25/30,G10L,G10
659,G10L25/63,G10L,G10
659,H04N21/854,H04N,H04
660,G06F16/951,G06F,G06
660,G06F40/237,G06F,G06
660,G06F40/279,G06F,G06
660,G06N3/0475,G06N,G06
660,G06Q10/10,G06Q,G06
660,G06Q30/02,G06Q,G06
660,G06Q50/10,G06Q,G06
660,G06Q50/18,G06Q,G06
660,G06T19/20,G06T,G06
660,G10L15/26,G10L,G10
661,G06F16/906,G06F,G06
661,G06F16/9535,G06F,G06
661,G06F16/957,G06F,G06
661,G06F40/30,G06F,G06
661,G06N3/0455,G06N,G06
661,G06N5/04,G06N,G06
661,G06Q30/0203,G06Q,G06
661,G06Q30/0241,G06Q,G06
662,G06F16/3329,G06F,G06
662,G06F40/30,G06F,G06
662,G06N3/0442,G06N,G06
662,G06N3/045,G06N,G06
662,G06N3/092,G06N,G06
662,G06N5/04,G06N,G06
662,G06V10/80,G06V,G06
662,G06V10/82,G06V,G06
663,G06N3/092,G06N,G06
663,G06Q10/04,G06Q,G06
663,G06Q10/0631,G06Q,G06
663,G06Q10/0639,G06Q,G06
663,G06Q10/087,G06Q,G06
664,G06F16/9535,G06F,G06
664,G06N5/01,G06N,G06
664,G06N5/025,G06N,G06
664,G06Q30/0601,G06Q,G06
665,G06Q30/0601,G06Q,G06
665,G06T13/40,G06T,G06
666,G06F16/9535,G06F,G06
666,G06F16/9537,G06F,G06
666,G06Q30/0203,G06Q,G06
666,G06Q30/0251,G06Q,G06
666,G06Q30/0601,G06Q,G06
666,H04L67/306,H04L,H04
666,H04L67/55,H04L,H04
667,G06F18/15,G06F,G06
667,G06F18/213,G06F,G06
667,G06F18/24,G06F,G06
667,G06F9/50,G06F,G06
668,G06F18/213,G06F,G06
668,G06Q10/0635,G06Q,G06
668,G06Q30/0282,G06Q,G06
668,G06Q30/0601,G06Q,G06
669,G06F18/24,G06F,G06
669,G06N20/00,G06N,G06
669,G06Q30/0201,G06Q,G06
669,G06Q40/03,G06Q,G06
670,G06F18/22,G06F,G06
670,G06F18/23213,G06F,G06
670,G06F18/2415,G06F,G06
670,G06F18/25,G06F,G06
670,G06F40/289,G06F,G06
670,G06F40/295,G06F,G06
670,G06F40/30,G06F,G06
670,G06N3/045,G06N,G06
670,G06N3/0455,G06N,G06
670,G06N3/092,G06N,G06
670,G06N5/022,G06N,G06
671,G06F16/242,G06F,G06
671,G06F16/2452,G06F,G06
671,G06F40/284,G06F,G06
671,G06F40/295,G06F,G06
671,G06F40/30,G06F,G06
671,G06N3/006,G06N,G06
671,G06N3/0442,G06N,G06
671,G06N3/045,G06N,G06
671,G06N3/091,G06N,G06
671,G06N3/092,G06N,G06
672,G06Q30/0601,G06Q,G06
672,G06Q50/12,G06Q,G06
673,G06F16/9535,G06F,G06
673,G06Q30/0601,G06Q,G06
674,G06F16/36,G06F,G06
674,G06F18/15,G06F,G06
674,G06F18/213,G06F,G06
674,G06F18/214,G06F,G06
674,G06N3/0475,G06N,G06
675,G06F16/3329,G06F,G06
675,G06F16/334,G06F,G06
675,G06N5/022,G06N,G06
675,G06N5/04,G06N,G06
675,G06Q30/015,G06Q,G06
675,G06Q30/0601,G06Q,G06
676,G06F16/9032,G06F,G06
676,G06F16/9035,G06F,G06
676,G06F16/9038,G06F,G06
676,G06F18/213,G06F,G06
676,G06F18/25,G06F,G06
676,G06N3/045,G06N,G06
676,G06N3/084,G06N,G06
676,G06N3/096,G06N,G06
676,G06N5/04,G06N,G06
677,G06F16/25,G06F,G06
677,G06F18/20,G06F,G06
677,G06F18/214,G06F,G06
677,G06F18/243,G06F,G06
677,G06F18/25,G06F,G06
677,G06Q10/087,G06Q,G06
677,G06Q30/0202,G06Q,G06
677,G06Q30/0601,G06Q,G06
678,G06N3/045,G06N,G06
678,G06Q30/0601,G06Q,G06
679,G06F3/0484,G06F,G06
679,G06F40/166,G06F,G06
679,G06N5/04,G06N,G06
680,G06F16/3329,G06F,G06
680,G06F16/334,G06F,G06
680,G06F40/30,G06F,G06
680,G06N3/04,G06N,G06
680,G06N3/08,G06N,G06
680,G06Q30/016,G06Q,G06
681,G06Q10/04,G06Q,G06
681,G06Q10/109,G06Q,G06
681,G06Q30/01,G06Q,G06
682,E02F3/815,E02F,E02
682,E02F3/96,E02F,E02
682,E02F9/20,E02F,E02
683,G06F18/214,G06F,G06
683,G06N3/0499,G06N,G06
683,H04L9/40,H04L,H04
684,G06F16/535,G06F,G06
684,G06F16/55,G06F,G06
684,G06F16/58,G06F,G06
684,G06F16/583,G06F,G06
684,G06N3/045,G06N,G06
684,G06N3/0455,G06N,G06
684,G06N3/0499,G06N,G06
684,G06N3/096,G06N,G06
684,G06V10/44,G06V,G06
684,G06V10/764,G06V,G06
684,G06V10/82,G06V,G06
685,G06F16/215,G06F,G06
685,G06F16/27,G06F,G06
685,G06F16/9535,G06F,G06
685,G06F18/15,G06F,G06
685,G06F18/213,G06F,G06
685,G06F18/214,G06F,G06
685,G06Q30/0601,G06Q,G06
686,G06F18/214,G06F,G06
686,G06F18/241,G06F,G06
686,G06N3/0455,G06N,G06
686,G06N3/0475,G06N,G06
686,G06N5/04,G06N,G06
686,G06Q30/0201,G06Q,G06
686,G06Q30/0202,G06Q,G06
686,G06Q30/0601,G06Q,G06
686,G06F123/02,G06F,G06
687,G06F18/213,G06F,G06
687,G06F18/22,G06F,G06
687,G06F40/30,G06F,G06
687,G06N3/045,G06N,G06
687,G06N3/096,G06N,G06
687,G06N5/022,G06N,G06
687,G06Q10/0635,G06Q,G06
687,G06Q50/18,G06Q,G06
687,G06V10/40,G06V,G06
688,G06F16/9537,G06F,G06
688,G06F18/23211,G06F,G06
688,G06N3/0455,G06N,G06
688,G06Q30/0601,G06Q,G06
689,G06Q30/0201,G06Q,G06
689,G06Q30/0202,G06Q,G06
689,G06Q30/0241,G06Q,G06
689,G06Q30/0251,G06Q,G06
689,G06Q30/0601,G06Q,G06
690,G06F16/2458,G06F,G06
690,G06F16/28,G06F,G06
690,G06F18/2131,G06F,G06
690,G06F18/27,G06F,G06
690,G06Q30/0601,G06Q,G06
691,G06F3/04842,G06F,G06
691,G06Q20/34,G06Q,G06
691,G06Q30/0251,G06Q,G06
691,G06Q30/0601,G06Q,G06
692,G06F16/53,G06F,G06
692,G06F18/22,G06F,G06
692,G06F18/40,G06F,G06
692,G06F40/30,G06F,G06
692,G06N3/0499,G06N,G06
692,G06Q30/0601,G06Q,G06
692,G06V10/42,G06V,G06
692,G06V10/75,G06V,G06
692,G06V10/80,G06V,G06
692,G06V10/82,G06V,G06
693,G06Q30/0601,G06Q,G06
693,G06V10/20,G06V,G06
693,G06V10/30,G06V,G06
693,G06V10/40,G06V,G06
693,G06V10/74,G06V,G06
694,G06F16/9535,G06F,G06
694,G06N3/042,G06N,G06
694,G06N3/0442,G06N,G06
694,G06Q30/0601,G06Q,G06
695,G06F8/65,G06F,G06
695,G06Q30/0601,G06Q,G06
695,H04N7/18,H04N,H04
696,G06N20/00,G06N,G06
696,G06Q30/0201,G06Q,G06
696,G06Q30/0202,G06Q,G06
696,G06F21/55,G06F,G06
697,G06Q30/015,G06Q,G06
697,H04L51/02,H04L,H04
698,G06F16/215,G06F,G06
698,G06F40/30,G06F,G06
698,G06N5/04,G06N,G06
699,G06F16/31,G06F,G06
699,G06Q30/0601,G06Q,G06
699,G06V10/32,G06V,G06
699,G06V10/75,G06V,G06
700,G06F16/2458,G06F,G06
700,G06F16/25,G06F,G06
700,G06F16/27,G06F,G06
700,G06F16/48,G06F,G06
700,G06F16/951,G06F,G06
700,G06F40/30,G06F,G06
700,G06N3/045,G06N,G06
700,G06N3/0495,G06N,G06
700,G06N3/082,G06N,G06
700,G06N3/096,G06N,G06
700,G06N5/022,G06N,G06
700,G06N5/04,G06N,G06
700,G06Q30/0201,G06Q,G06
700,G06Q30/0202,G06Q,G06
700,G06Q30/0203,G06Q,G06
700,G06Q30/0251,G06Q,G06
700,G06Q30/0283,G06Q,G06
701,G06Q20/38,G06Q,G06
701,G06Q30/02,G06Q,G06
701,G06Q30/06,G06Q,G06
702,H04N21/439,H04N,H04
702,H04N21/44,H04N,H04
702,H04N21/472,H04N,H04
702,H04N21/6587,H04N,H04
702,H04N21/854,H04N,H04
702,H04N5/265,H04N,H04
703,G06F21/62,G06F,G06
703,G06N20/00,G06N,G06
703,G06Q30/0601,G06Q,G06
703,H04L9/40,H04L,H04
704,G06F16/735,G06F,G06
704,G06F16/9535,G06F,G06
704,G06N3/0499,G06N,G06
704,G06N3/08,G06N,G06
705,G06F18/22,G06F,G06
705,G06F18/243,G06F,G06
705,G06F18/25,G06F,G06
705,G06N20/00,G06N,G06
705,G06Q30/0203,G06Q,G06
706,H04N21/439,H04N,H04
706,H04N21/44,H04N,H04
706,H04N21/472,H04N,H04
706,H04N21/6587,H04N,H04
706,H04N21/854,H04N,H04
706,H04N5/265,H04N,H04
707,G06F16/9535,G06F,G06
707,G06F16/9536,G06F,G06
707,G06Q30/0601,G06Q,G06
707,G06V10/82,G06V,G06
707,G06V20/52,G06V,G06
707,G06V40/20,G06V,G06
707,G16H20/70,G16H,G16
708,G06F21/60,G06F,G06
708,G06F21/62,G06F,G06
708,H04L67/10,H04L,H04
710,G06Q10/101,G06Q,G06
711,H04L9/40,H04L,H04
712,G06F16/583,G06F,G06
712,G06F16/906,G06F,G06
712,G06F16/951,G06F,G06
712,G06N3/044,G06N,G06
712,G06N3/045,G06N,G06
712,G06Q30/0241,G06Q,G06
712,G06Q50/10,G06Q,G06
713,G06Q30/0201,G06Q,G06
713,G06Q30/0601,G06Q,G06
714,G06F21/33,G06F,G06
714,G06N20/00,G06N,G06
714,G06Q10/0637,G06Q,G06
714,G06Q10/0639,G06Q,G06
714,G06Q30/012,G06Q,G06
714,G06Q30/018,G06Q,G06
714,G06V20/00,G06V,G06
714,G06V30/18,G06V,G06
714,G06V30/41,G06V,G06
714,G06V30/42,G06V,G06
715,G06Q30/012,G06Q,G06
715,G06Q30/0201,G06Q,G06
715,G06Q30/0601,G06Q,G06
715,G06V20/00,G06V,G06
715,G06V30/10,G06V,G06
716,G06N3/0442,G06N,G06
716,G06N3/0464,G06N,G06
716,G06N3/049,G06N,G06
716,G06N3/084,G06N,G06
716,G06N3/092,G06N,G06
716,G06Q10/087,G06Q,G06
716,G06Q30/0601,G06Q,G06
717,G06F18/22,G06F,G06
717,G06F18/243,G06F,G06
717,G06F9/54,G06F,G06
717,G06N20/00,G06N,G06
717,G06N20/20,G06N,G06
717,G06N3/042,G06N,G06
717,G06N3/045,G06N,G06
717,G06N3/049,G06N,G06
717,G06N5/01,G06N,G06
717,G06Q30/0601,G06Q,G06
718,H04N21/2187,H04N,H04
718,H04N21/44,H04N,H04
718,H04N21/442,H04N,H04
718,H04N21/45,H04N,H04
718,H04N21/466,H04N,H04
718,H04N21/4788,H04N,H04
719,G06Q10/0637,G06Q,G06
719,G06Q10/067,G06Q,G06
719,G06Q30/0601,G06Q,G06
719,G16H20/60,G16H,G16
720,G06Q10/083,G06Q,G06
720,G06Q30/018,G06Q,G06
720,G06Q30/0601,G06Q,G06
720,G06Q50/04,G06Q,G06
720,G06V20/40,G06V,G06
720,G06V20/52,G06V,G06
720,G06V40/20,G06V,G06
720,G16Y10/25,G16Y,G16
720,G16Y10/40,G16Y,G16
720,G16Y20/00,G16Y,G16
720,G16Y20/40,G16Y,G16
720,G16Y40/10,G16Y,G16
720,G16Y40/20,G16Y,G16
720,G16Y40/50,G16Y,G16
720,H04N7/18,H04N,H04
720,H04W4/021,H04W,H04
720,H04W4/029,H04W,H04
720,H04W4/35,H04W,H04
721,G06F18/213,G06F,G06
721,G06F18/25,G06F,G06
721,G06N3/042,G06N,G06
721,G06Q30/0203,G06Q,G06
721,G06Q30/0601,G06Q,G06
721,G06F123/02,G06F,G06
722,G06F18/214,G06F,G06
722,G06N5/04,G06N,G06
722,G06Q10/10,G06Q,G06
722,G06Q30/0601,G06Q,G06
723,G06F18/213,G06F,G06
723,G06F18/2433,G06F,G06
723,G06N20/00,G06N,G06
723,G06Q30/0202,G06Q,G06
724,G06F40/166,G06F,G06
724,G06F40/30,G06F,G06
724,G06Q10/10,G06Q,G06
725,G06F21/62,G06F,G06
725,G06N3/0455,G06N,G06
725,G06N3/092,G06N,G06
726,G06F16/9535,G06F,G06
726,G06F16/9537,G06F,G06
726,G06F18/213,G06F,G06
726,G06F18/241,G06F,G06
726,G06F18/2431,G06F,G06
726,G06N10/60,G06N,G06
726,G06N3/045,G06N,G06
726,G06N3/0455,G06N,G06
726,G06N3/096,G06N,G06
726,G06N5/04,G06N,G06
726,G06N7/01,G06N,G06
726,G06Q10/04,G06Q,G06
728,G06F40/42,G06F,G06
728,G06N3/02,G06N,G06
728,G06Q50/10,G06Q,G06
728,G06Q50/18,G06Q,G06
729,G06Q10/04,G06Q,G06
729,G06Q10/083,G06Q,G06
730,G06F40/103,G06F,G06
730,G06F40/289,G06F,G06
730,G06F40/35,G06F,G06
730,G06F40/40,G06F,G06
730,G06T13/20,G06T,G06
730,G06T13/40,G06T,G06
730,G10L13/027,G10L,G10
730,G10L13/033,G10L,G10
730,G10L13/06,G10L,G10
730,G11B27/10,G11B,G11
731,G06N5/01,G06N,G06
731,G06N5/022,G06N,G06
731,G06Q30/0201,G06Q,G06
731,G06Q30/0601,G06Q,G06
732,G06F18/10,G06F,G06
732,G06F18/20,G06F,G06
732,G06F18/213,G06F,G06
732,G06F18/22,G06F,G06
732,G06F18/25,G06F,G06
732,G06N3/0442,G06N,G06
732,G06N3/045,G06N,G06
732,G06N3/0464,G06N,G06
732,G06N3/084,G06N,G06
732,G06N5/045,G06N,G06
732,G06Q10/0639,G06Q,G06
732,G06Q10/067,G06Q,G06
732,G06Q10/1053,G06Q,G06
732,G06T13/20,G06T,G06
732,G06T17/00,G06T,G06
733,G06F16/951,G06F,G06
733,G06N3/0475,G06N,G06
733,G06N3/096,G06N,G06
733,G06Q10/0631,G06Q,G06
733,G06Q10/0637,G06Q,G06
733,G06Q10/0639,G06Q,G06
733,G06Q10/067,G06Q,G06
733,G06Q10/10,G06Q,G06
734,G06F18/213,G06F,G06
734,G06F18/214,G06F,G06
734,G06F18/24,G06F,G06
734,G06N3/08,G06N,G06
734,G06Q10/0835,G06Q,G06
734,G06Q30/0601,G06Q,G06
735,G06F16/9535,G06F,G06
735,G06F16/9536,G06F,G06
735,G06Q30/0601,G06Q,G06
736,G06F16/9535,G06F,G06
737,G06F18/15,G06F,G06
737,G06F18/241,G06F,G06
737,G06F18/25,G06F,G06
737,G06N3/045,G06N,G06
737,G06Q30/0601,G06Q,G06
738,G06F16/435,G06F,G06
738,G06F40/166,G06F,G06
738,G06F40/35,G06F,G06
738,G06N3/045,G06N,G06
738,G06N3/0475,G06N,G06
738,G06N3/0495,G06N,G06
738,G06N5/04,G06N,G06
738,G06Q30/0601,G06Q,G06
738,G06V20/40,G06V,G06
738,H04N21/232,H04N,H04
738,H04N21/234,H04N,H04
738,H04N21/25,H04N,H04
738,H04N21/258,H04N,H04
738,H04N21/478,H04N,H04
738,H04N21/84,H04N,H04
738,H04N21/845,H04N,H04
738,H04N21/854,H04N,H04
739,G06Q10/087,G06Q,G06
739,G06Q30/00,G06Q,G06
739,G06Q30/0601,G06Q,G06
740,G06Q30/0601,G06Q,G06
740,H04L51/02,H04L,H04
741,G06F18/214,G06F,G06
741,G06F30/27,G06F,G06
741,G06N3/045,G06N,G06
741,G06N3/092,G06N,G06
741,G06Q10/0635,G06Q,G06
741,G06Q10/083,G06Q,G06
741,G06Q10/087,G06Q,G06
741,G06Q30/0601,G06Q,G06
742,G06F18/25,G06F,G06
742,G06N3/0985,G06N,G06
742,G06Q30/0201,G06Q,G06
742,G06Q30/0202,G06Q,G06
742,G06Q50/00,G06Q,G06
742,G06Q50/14,G06Q,G06
743,G06F16/9535,G06F,G06
743,G06F18/214,G06F,G06
743,G06F40/30,G06F,G06
743,G06N3/045,G06N,G06
744,G06F16/35,G06F,G06
744,G06F18/241,G06F,G06
744,G06F40/284,G06F,G06
744,G06F40/30,G06F,G06
745,G06F21/10,G06F,G06
745,G06F21/64,G06F,G06
745,H04L9/00,H04L,H04
745,H04N21/254,H04N,H04
746,G06N3/004,G06N,G06
746,G06N3/092,G06N,G06
746,G06N5/022,G06N,G06
747,G06F16/3329,G06F,G06
747,G06F16/334,G06F,G06
747,G06Q10/0631,G06Q,G06
747,G06Q30/0601,G06Q,G06
748,G06Q30/0251,G06Q,G06
749,G06F18/2137,G06F,G06
749,G06F18/241,G06F,G06
749,G06F18/26,G06F,G06
749,G06Q30/0601,G06Q,G06
749,G06F123/02,G06F,G06
750,G06F16/9535,G06F,G06
750,G06F18/213,G06F,G06
750,G06F18/214,G06F,G06
750,G06F18/24,G06F,G06
750,G06F18/25,G06F,G06
750,G06F18/26,G06F,G06
750,G06F40/30,G06F,G06
750,G06N3/045,G06N,G06
750,G06N3/084,G06N,G06
750,G06N3/092,G06N,G06
750,G06N3/096,G06N,G06
750,G06N5/025,G06N,G06
750,G06N5/04,G06N,G06
750,G06Q30/0201,G06Q,G06
750,G06Q30/0601,G06Q,G06
751,G06N3/0475,G06N,G06
751,G06Q30/0201,G06Q,G06
751,G06Q30/0241,G06Q,G06
751,G06Q30/0601,G06Q,G06
752,B01D46/10,B01D,B01
752,G06F1/18,G06F,G06
752,G06F1/20,G06F,G06
752,G06Q30/0601,G06Q,G06
753,G06F16/3329,G06F,G06
753,G06F16/338,G06F,G06
753,G06N3/0475,G06N,G06
753,G06Q30/0601,G06Q,G06
754,B25J9/16,B25J,B25
754,G06N3/0442,G06N,G06
754,G06N3/08,G06N,G06
754,G06N3/126,G06N,G06
754,G06Q10/04,G06Q,G06
754,G06Q10/047,G06Q,G06
754,G06Q10/0631,G06Q,G06
754,G06Q10/087,G06Q,G06
755,G06F9/48,G06F,G06
755,G06F9/50,G06F,G06
756,G06F16/9032,G06F,G06
756,G06F16/9035,G06F,G06
756,G06F16/9038,G06F,G06
756,G06F40/30,G06F,G06
756,G06N3/045,G06N,G06
756,G06N3/0475,G06N,G06
756,G06N3/096,G06N,G06
756,G06Q30/0251,G06Q,G06
756,H04L51/02,H04L,H04
757,G06N20/00,G06N,G06
757,G06Q10/0631,G06Q,G06
757,G06Q10/0639,G06Q,G06
758,G06Q10/0875,G06Q,G06
759,G06N5/022,G06N,G06
759,H04N21/84,H04N,H04
759,H04N21/854,H04N,H04
760,G06F11/34,G06F,G06
760,G06F18/27,G06F,G06
760,G06N3/0499,G06N,G06
760,G06N3/084,G06N,G06
760,G06N3/09,G06N,G06
760,G06Q30/0601,G06Q,G06
761,G06F18/10,G06F,G06
761,G06F18/213,G06F,G06
761,G06F18/2415,G06F,G06
761,G06F18/25,G06F,G06
761,G06N20/20,G06N,G06
761,G06N5/01,G06N,G06
761,G06Q40/03,G06Q,G06
762,G06F16/9535,G06F,G06
762,G06F16/9538,G06F,G06
762,G06N3/045,G06N,G06
762,G06N3/0475,G06N,G06
762,G06N3/092,G06N,G06
762,G06T11/60,G06T,G06
763,G06F16/9535,G06F,G06
763,G06F16/9538,G06F,G06
764,G06F8/20,G06F,G06
764,G06F8/30,G06F,G06
764,G06N20/00,G06N,G06
764,G06N5/022,G06N,G06
764,G06Q10/083,G06Q,G06
765,G06F18/21,G06F,G06
765,G06F18/214,G06F,G06
765,G06F18/241,G06F,G06
765,G06N5/02,G06N,G06
765,G06N5/04,G06N,G06
765,G06Q10/0635,G06Q,G06
765,G06Q20/40,G06Q,G06
766,G06Q30/0601,G06Q,G06
767,G06F16/951,G06F,G06
767,G06Q10/0631,G06Q,G06
767,G06Q10/083,G06Q,G06
767,G06Q30/0601,G06Q,G06
767,G06Q50/00,G06Q,G06
767,G06Q50/10,G06Q,G06
767,G06Q50/20,G06Q,G06
767,G06Q50/43,G06Q,G06
767,G06Q50/50,G06Q,G06
768,G10L15/06,G10L,G10
768,G10L15/18,G10L,G10
768,G10L15/183,G10L,G10
768,G10L15/26,G10L,G10
769,G06F16/27,G06F,G06
769,G06F16/9536,G06F,G06
769,G06F21/62,G06F,G06
769,G06F21/64,G06F,G06
769,G06Q30/0202,G06Q,G06
769,G06Q30/0601,G06Q,G06
769,G06T19/00,G06T,G06
769,G06V40/10,G06V,G06
770,G06F18/10,G06F,G06
770,G06F18/213,G06F,G06
770,G06F18/22,G06F,G06
770,G06F18/243,G06F,G06
770,G06F18/25,G06F,G06
770,G06F40/284,G06F,G06
770,G06F40/30,G06F,G06
770,G06N3/094,G06N,G06
771,G06F16/335,G06F,G06
771,G06F18/241,G06F,G06
771,G06F40/30,G06F,G06
771,G06Q30/0601,G06Q,G06
772,G06N5/04,G06N,G06
772,G06Q30/0202,G06Q,G06
772,G06Q30/0203,G06Q,G06
773,G06F18/213,G06F,G06
773,G06F18/2431,G06F,G06
773,G06F18/25,G06F,G06
773,G06N3/0442,G06N,G06
773,G06N3/045,G06N,G06
773,G06N5/01,G06N,G06
773,G06Q30/0601,G06Q,G06
774,G06N3/098,G06N,G06
774,G16H10/60,G16H,G16
774,G16H20/10,G16H,G16
774,G16H40/20,G16H,G16
775,G06F18/213,G06F,G06
775,G06F18/241,G06F,G06
775,G06Q30/0203,G06Q,G06
775,G06Q30/0601,G06Q,G06
776,G06F21/10,G06F,G06
776,G06F21/32,G06F,G06
776,G06Q30/0601,G06Q,G06
777,G06F9/50,G06F,G06
778,G06N3/0464,G06N,G06
778,G06V10/26,G06V,G06
778,G06V10/32,G06V,G06
778,G06V10/422,G06V,G06
778,G06V10/44,G06V,G06
778,G06V10/764,G06V,G06
778,G06V10/82,G06V,G06
779,G06K7/14,G06K,G06
779,G06Q30/018,G06Q,G06
780,G06F16/2455,G06F,G06
780,G06F16/9035,G06F,G06
780,G06F16/9038,G06F,G06
780,G06F3/01,G06F,G06
780,G06F3/041,G06F,G06
780,G06T19/00,G06T,G06
781,G06F16/29,G06F,G06
781,G06F16/953,G06F,G06
781,G06F18/21,G06F,G06
781,G06N5/025,G06N,G06
781,G06Q30/0601,G06Q,G06
782,G06F3/0482,G06F,G06
782,G06F3/0484,G06F,G06
782,G06F3/04886,G06F,G06
782,G06Q30/0601,G06Q,G06
783,G06F8/10,G06F,G06
783,G06F8/20,G06F,G06
783,G06F8/30,G06F,G06
783,G06F8/61,G06F,G06
783,G06F8/65,G06F,G06
783,G06F8/71,G06F,G06
783,G06Q30/0601,G06Q,G06
784,G06F18/213,G06F,G06
784,G06F18/24,G06F,G06
784,G06F21/64,G06F,G06
784,G06N20/20,G06N,G06
784,G06N3/0442,G06N,G06
784,G06N3/0455,G06N,G06
784,G06N3/092,G06N,G06
784,G06Q40/03,G06Q,G06
785,G06F16/9536,G06F,G06
785,G06N3/045,G06N,G06
785,G06N3/092,G06N,G06
786,G06F16/9532,G06F,G06
786,G06F16/9535,G06F,G06
786,G06N5/022,G06N,G06
786,G06Q30/0601,G06Q,G06
787,G06F16/9535,G06F,G06
787,G06F16/9536,G06F,G06
787,G06F16/9538,G06F,G06
787,G06N3/0442,G06N,G06
787,G06N3/045,G06N,G06
787,G06N3/0455,G06N,G06
787,G06N3/092,G06N,G06
787,G06Q30/0601,G06Q,G06
788,G06F40/205,G06F,G06
788,G06N3/0464,G06N,G06
788,G06Q30/0201,G06Q,G06
788,G06Q30/0601,G06Q,G06
788,G06Q50/14,G06Q,G06
789,G05D1/20,G05D,G05
789,G05D1/22,G05D,G05
789,G06F21/10,G06F,G06
789,G06F21/30,G06F,G06
789,G06F21/44,G06F,G06
789,G06F21/64,G06F,G06
789,G06F40/103,G06F,G06
789,G06F40/151,G06F,G06
789,G06F40/30,G06F,G06
789,G06N20/00,G06N,G06
789,G06N5/04,G06N,G06
789,H04L9/06,H04L,H04
789,H04L9/40,H04L,H04
789,G05D1/00,G05D,G05
790,G06N20/00,G06N,G06
790,G06N3/02,G06N,G06
790,G06N3/08,G06N,G06
791,G06N5/04,G06N,G06
791,G06Q10/087,G06Q,G06
791,G06Q30/0202,G06Q,G06
791,H04L9/32,H04L,H04
792,G06N20/00,G06N,G06
792,G06Q20/04,G06Q,G06
792,G06Q20/08,G06Q,G06
792,G06Q20/36,G06Q,G06
792,H04L9/08,H04L,H04
793,G06F18/21,G06F,G06
793,G06F18/213,G06F,G06
793,G06F18/214,G06F,G06
793,G06F18/25,G06F,G06
793,G06N3/0455,G06N,G06
793,G06N3/096,G06N,G06
794,G06N3/0464,G06N,G06
794,G06N3/08,G06N,G06
794,G06Q30/0601,G06Q,G06
794,G06T17/00,G06T,G06
794,G06T7/10,G06T,G06
795,G06F40/58,G06F,G06
795,G06Q30/0601,G06Q,G06
796,G06Q30/0202,G06Q,G06
796,G06Q40/06,G06Q,G06
797,H04N21/234,H04N,H04
797,H04N21/254,H04N,H04
797,H04N21/44,H04N,H04
797,H04N21/478,H04N,H04
797,H04N21/8549,H04N,H04
798,G06N5/025,G06N,G06
798,G06N5/04,G06N,G06
798,G06Q10/0635,G06Q,G06
798,G06Q10/08,G06Q,G06
799,G06N20/00,G06N,G06
799,G06Q30/0207,G06Q,G06
800,G06F8/35,G06F,G06
800,G06F8/40,G06F,G06
800,G06F8/41,G06F,G06
800,G06F8/71,G06F,G06
800,G06N5/04,G06N,G06
801,G06F18/22,G06F,G06
801,G06F18/25,G06F,G06
801,G06N3/045,G06N,G06
801,G06V10/74,G06V,G06
801,G06V10/80,G06V,G06
801,G06V10/82,G06V,G06
802,G06T13/40,G06T,G06
802,G06V40/16,G06V,G06
802,G06V40/20,G06V,G06
802,G10L15/25,G10L,G10
802,G10L25/63,G10L,G10
802,H04N21/2187,H04N,H04
802,H04N21/4788,H04N,H04
802,H04N21/81,H04N,H04
802,H04N21/854,H04N,H04
803,G06F18/25,G06F,G06
803,G06N3/0442,G06N,G06
803,G06N3/045,G06N,G06
804,G09B5/02,G09B,G09
804,H05K5/02,H05K,H05
804,H05K5/03,H05K,H05
804,H05K7/14,H05K,H05
805,G06F16/22,G06F,G06
805,G06F16/245,G06F,G06
805,G06F16/951,G06F,G06
805,G06F16/9535,G06F,G06
805,G06F16/9538,G06F,G06
805,G06F16/955,G06F,G06
805,G06Q30/0601,G06Q,G06
806,G06F18/15,G06F,G06
806,G06F18/2135,G06F,G06
806,G06F18/23213,G06F,G06
806,G06F18/2431,G06F,G06
806,G06F18/27,G06F,G06
806,G06F21/62,G06F,G06
806,G06F21/64,G06F,G06
806,G06N20/20,G06N,G06
806,G06N3/006,G06N,G06
806,G06N3/0442,G06N,G06
806,G06N3/0455,G06N,G06
806,G06N3/092,G06N,G06
806,G06N3/098,G06N,G06
806,G06N5/01,G06N,G06
806,G06Q30/0201,G06Q,G06
807,G06F11/34,G06F,G06
807,G06F16/3332,G06F,G06
807,G06F16/334,G06F,G06
807,G06N3/045,G06N,G06
807,G06N5/04,G06N,G06
808,G06F16/9535,G06F,G06
808,G06F16/9537,G06F,G06
808,G06Q30/0601,G06Q,G06
809,G06F16/2455,G06F,G06
809,G06F16/2457,G06F,G06
809,G06F16/248,G06F,G06
809,G06F16/25,G06F,G06
809,G06F16/951,G06F,G06
809,G06N3/0464,G06N,G06
809,G06N3/0475,G06N,G06
809,G06N3/094,G06N,G06
809,G06Q50/26,G06Q,G06
809,G06T11/10,G06T,G06
809,G06T11/60,G06T,G06
809,G06T17/00,G06T,G06
810,G06Q10/0631,G06Q,G06
810,G06Q10/0833,G06Q,G06
810,G06Q10/0835,G06Q,G06
810,G06Q30/0601,G06Q,G06
