"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Kumar S.S.; Ajay S.; Kumar K.S.; Obaid S.; Sreevani V.","Kumar, Suvarna Sunil (58740077900); Ajay, Shilpa (57772582900); Kumar, Komuravelly Sudheer (59713109900); Obaid, Saif (59407477900); Sreevani, Voruganti (58035625800)","58740077900; 57772582900; 59713109900; 59407477900; 58035625800","Personalized E-commerce Recommendation System using Marine Predator Algorithm with Gated Recurrent Unit","2024","International Conference on Distributed Systems, Computer Networks and Cybersecurity, ICDSCNC 2024","","","","","","0","10.1109/ICDSCNC62492.2024.10939769","https://www.scopus.com/pages/publications/105002901457?origin=resultslist","Through the constant advancement of Internet expertise and the crucial development of the network environments, e-commerce has grown vastly. With respect to resolve the issue of data overload and loss in choosing of e-commerce online shopping area. A personalized Recommendation System (RS) utilizing data filtering advancement has become most efficient. Hence, this research proposes the Marine Predator Algorithm with Gated Recurrent Unit (MPA-GRU) approach for the personalized e-commerce RS. The standard datasets like Amazon Product review and Retail Rocket are used to estimate effectiveness of the MPA-GRU approach. The pre-processing steps like stemming, lemmatization and tokenization are used to enhance the quality of the data. The Term Frequency-Inverse Document Frequency (TF-IDF) technique is used to extract relevant features and then these data are provided to the recommendation process. The experimental result represents that the proposed MPA-GRU approach attains the better accuracy of 96.21% and 95.29% on both Amazon Product review and Retail Rocket datasets as compared to the GRU approach. © 2024 IEEE.","e-commerce; lemmatization; personalized recommendation; stemming; tokenization","Inverse problems; Marketplaces; Metadata; Data loss; Data overload; E- commerces; E-commerce recommendations; Lemmatization; Network environments; Personalized recommendation; Product reviews; Stemming; Tokenization; Recommender systems","Conference paper","Final","","Scopus","2-s2.0-105002901457"
"Kumar B.; Bala P.K.","Kumar, Bipul (58278653800); Bala, Pradip Kumar (26639138400)","58278653800; 26639138400","Wefattening the long tail items in E-commerce","2017","Journal of Theoretical and Applied Electronic Commerce Research","12","3","","27","49","5","10.4067/S0718-18762017000300004","https://www.scopus.com/pages/publications/85031029084?origin=resultslist","Channelizing product sales with the aid of Recommender Systems is ubiquitous in e-commerce firms. Recommender systems help consumers by reducing their search cost by directing them to interesting and useful products. It also helps e -commerce firms by pushing the range of products a user may purchase on their e-commerce platform. The emergence of marketplace model provides platform for large fragmented buyers and sellers, where shelf space is not a constraint. Owing to unlimited shelf space, it is in the interest of e-commerce platforms to push niche products to idiosyncratic users. However, the current recommender systems, in general, recommends popular and obvious products leading to a few Long-Tail items. In this paper, our focus is on matching the niche products to idiosyncratic users such that the needs of users are satiated. We propose an innovative and robust model of matrix factorization that engenders recommendations based on a user’s optimal liking of the long-tail items. We also propose an adaptive model that pursues to promote the long tail items in the recommendation list. Comprehensive empirical evaluations consistently show the gains of the proposed techniques for handling the long tail on real world data sets like Amazon dataset over different algorithms. © 2017 Universidad de Talca – Chile.","Collaborative filtering; Diversity; E-commerce; Long-tail; Matrix factorization; Novelty","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85031029084"
"Vasilenko M.A.; Kuzina E.L.; Tagiltseva J.A.; Kuzina M.A.; Parkhomenko R.N.; Akhmedova T.J.","Vasilenko, Marina A. (57200188235); Kuzina, Elena L. (57192588131); Tagiltseva, Julia A. (57192577942); Kuzina, Marina A. (57200192700); Parkhomenko, Roman N. (57214996487); Akhmedova, Turaj Ja. (60607486700)","57200188235; 57192588131; 57192577942; 57200192700; 57214996487; 60607486700","Digital Transformation of Sales Processes: Development of IT Strategies and Leading Marketing in the Digital Economy","2025","Proceedings of the 2025 International Conference on Quality Management, Transport and Information Security, Information Technologies, QM and TIS and IT 2025","","","","152","157","0","10.1109/QMTISIT67022.2025.11468811","https://www.scopus.com/pages/publications/105037334627?origin=resultslist","This material is devoted to the development and implementation of IT strategies for the digital transformation of sales processes and proactive marketing in the digital economy. It discusses the application of a wide range of IT solutions and the cataloging of IT services for the full lifecycle of sales processes. In today's rapidly changing market environment, companies need to adapt to new technologies and evolving consumer preferences. The article discusses key aspects, including the analysis of current sales processes, including the evaluation of existing methods and the identification of problem areas that hinder effective product sales; the definition of SMART goals and the use of modern technologies, such as CRM systems, marketing automation systems, and analytical tools, to improve customer engagement and optimize processes; and the development of proactive approaches in anticipatory marketing, which allow for anticipating customer needs and adapting to market trends using big data. © 2025 IEEE.","advanced marketing; artificial intelligence; big data; blockchain; catalogization of it services; crm systems; digital economy; digital transformation; e-commerce; information technology; it strategy; marketplaces; omnichannel approach; personalization; process classification; real-time analytics; sales processes; search engines; social networks","Advanced Analytics; Automation; Big data; Classification (of information); Electronic commerce; Metadata; Sales; Search engines; Social sciences computing; Strategic planning; Advanced marketing; Block-chain; Catalogization of it service; CRM systems; Digital economy; Digital transformation; E- commerces; IT services; IT strategies; Omnichannel approach; Personalizations; Process classification; Real-time analytics; Sale process; Social network; Artificial intelligence","Conference paper","Final","","Scopus","2-s2.0-105037334627"
"Irena A.M.; Wahyudi A.N.; Wairooy I.K.; Makalew B.A.","Irena, Amelia Morencia (59778056600); Wahyudi, Aretha Natalova (59778731400); Wairooy, Irma Kartika (57202583440); Makalew, Brilly Andro (57201983718)","59778056600; 59778731400; 57202583440; 57201983718","Fairness and Bias in E-commerce Recommendation Systems: A Literature Review","2024","Proceedings - 6th International Conference on Informatics, Multimedia, Cyber and Information System, ICIMCIS 2024","","","","223","228","1","10.1109/ICIMCIS63449.2024.10956674","https://www.scopus.com/pages/publications/105004416404?origin=resultslist","The paper presents one of the most important themes in the fair treatment and biases of e-commerce recommendation algorithms. Algorithms recommending products to users have a dramatic impact on their shopping experience; that is, online shopping has rapidly grown in popularity. These systems, however, have a popularity bias, which skews user exposure to popular items, thus pulling down, in some manners, the diversity of recommendations. This article follows a systematic approach and uses the PICOC framework to organize the study while highlighting major categories of bias such as popularity bias, position bias, and exposure bias. The paper also analyzes the current approaches in the literature concerning bias mitigation. The attempt is to add to the existing literature around a greater understanding of bias identification approaches and mitigation in the recommendation system. The paper underlined the urgency with which real-world e-commerce platforms have to begin providing more equitable user recommendations. Some future work must, therefore, be conducted on developing strategies that impact fairness without hurting the effectiveness of recommendation systems, leading toward a digitally inclusive marketplace.  © 2024 IEEE.","bias; bias mitigation; fairness; literature review; popularity bias; recommendation systems","'current; Bias; Bias mitigation; E-commerce recommendations; Fairness; Identification approach; Literature reviews; Online shopping; Popularity bias; Recommendation algorithms; Marketplaces","Conference paper","Final","","Scopus","2-s2.0-105004416404"
"Zhang C.; Zheng W.; Zhang X.; Li T.","Zhang, Chubing (55267202500); Zheng, Wei (58648540900); Zhang, Xiaoxin (60041906200); Li, Tiange (57320195700)","55267202500; 58648540900; 60041906200; 57320195700","Effective e-commerce product recommendation: Matching effect between recommendation framing and consumers’ shopping goal specificity","2026","Information and Management","63","1","104263","","","1","10.1016/j.im.2025.104263","https://www.scopus.com/pages/publications/105018670398?origin=resultslist","Recommendation framing is an important means to uncover the “black box” of algorithmic recommendations and boost consumers’ willingness to adopt product recommendations. Grounded in cognitive fit theory, this study explores the impact of the match between recommendation framing and shopping goal specificity on consumers’ willingness to adopt product recommendations. Through three scenario-based experiments, we found that user-based framing (vs. item-based framing) stimulates stronger adoption intentions among consumers with low (vs. high) shopping goal specificity, with processing fluency mediating this effect. Moreover, consumer self-construal moderates this matching effect. These insights provide practical guidance for e-commerce platforms seeking to develop effective recommendation strategies. © 2025 Elsevier B.V.","Adoption intention; E-commerce platforms; Product recommendation; Recommendation framing; Shopping goal specificity","Marketplaces; Adoption intention; Commerce platforms; Consumer shopping; E- commerces; E-commerce platform; Goal specificity; Matching effects; Product recommendation; Recommendation framing; Shopping goal specificity; Electronic commerce","Article","Final","","Scopus","2-s2.0-105018670398"
"Alhouli A.; Morrish S.; Michael Hall C.","Alhouli, Areej (57891466300); Morrish, Sussie (15826731500); Michael Hall, C. (55017070000)","57891466300; 15826731500; 55017070000","Leveraging Social Media for Entrepreneurial Marketing in Fashion and Beauty: Practical Insights on Self-Presentation and Influencer Collaboration","2025","Rutgers Business Review","10","1","","10","31","0","","https://www.scopus.com/pages/publications/105009712667?origin=resultslist","This study explores the intersection of self-presentation and entrepreneurial marketing, focusing on social media and influencer collaborations. Drawing on qualitative insights from Kuwaiti consumers and the case of Boutiqaat, a Kuwaiti e-commerce platform. It highlights how aligning marketing strategies with consumer identities fosters engagement and growth. The research identifies key opportunities in cultural alignment, authentic partnerships, and data-driven personalization while addressing challenges such as market saturation and privacy concerns. Introducing the ALIGN Framework, this study provides actionable steps for entrepreneurs to leverage self-presentation in marketing strategies, offering a practical roadmap for building trust, sustaining growth, and thriving in competitive digital marketplaces. © 2025, Rutgers Business School. All rights reserved.","","","Article","Final","","Scopus","2-s2.0-105009712667"
"Khairudin N.; Sharef N.M.; Ismail W.; Azizan A.; Bakar N.A.; Masrom S.","Khairudin, Nurkhairizan (57218122156); Sharef, Nurfadhlina Mohd (35749213900); Ismail, Widad (16021900400); Azizan, Azilawati (41761140600); Bakar, Noridah Abu (58071584100); Masrom, Suraya (36176242600)","57218122156; 35749213900; 16021900400; 41761140600; 58071584100; 36176242600","Readability Indexes of E-commerce Reviews with Laplacian Score Algorithm","2022","2022 3rd International Conference on Artificial Intelligence and Data Sciences: Championing Innovations in Artificial Intelligence and Data Sciences for Sustainable Future, AiDAS 2022 - Proceedings","","","","328","332","1","10.1109/AiDAS56890.2022.9918705","https://www.scopus.com/pages/publications/85141799108?origin=resultslist","Online customer reviews are valuable user-generated content to help in purchasing decision process. There are many customer reviews available in today's online marketplaces, allowing customers to evaluate them for a better knowledge of the product or service they will be purchasing. In addition to the recommendation system, expert opinions, and product descriptions, online customer reviews play a significant supporting role. However, due to the abundance of reviews, it is unclear whether these reviews are of high quality and useful to other customers. New online customer reviews may be of high quality, but because they are not widely known, other customers may overlook them. As a result, it is necessary to assess the quality of customer reviews that able the reviews to help a customer in their decision-making process. Existing studies tend to ignore quality indicators such as length and readability that provide a way to evaluate the important characteristic by employing a simple statistical analysis method. Hence, we propose the implementation of the Laplacian Score Algorithm to measure the readability index importance in the selection of the top-5 readability measure, to be used with other quality features in measuring the review quality. To validate the proposed framework, we use six review datasets from Amazon. The result shows that the basic structural information of a review text such as word, character, sentence and syllable counts give more influence to the quality of the reviews. Whereas advanced structural information such as difficult words and polysyllable count has less significance to the determination of the quality of a review text when it involves only the readability index measurement.  © 2022 IEEE.","laplacian score algorithm; online reviews text; readability indexes; unsupervised learning","Decision making; E-learning; Electronic commerce; Quality control; Sales; Customer review; High quality; Laplacian score algorithm; Laplacians; Online customer reviews; Online review text; Online reviews; Readability index; Score algorithm; Structural information; Unsupervised learning","Conference paper","Final","","Scopus","2-s2.0-85141799108"
"Ahmad A.; Jabbar S.; Farhan M.","Ahmad, Awais (57224336715); Jabbar, Sohail (35179598300); Farhan, Muhammad (56823258900)","57224336715; 35179598300; 56823258900","Integrating Granular Pattern Discovery With Collaborative Ranking: A Novel Hybrid Framework for Enhanced Recommendation Systems","2025","IEEE Transactions on Computational Social Systems","","","","","","0","10.1109/TCSS.2025.3622373","https://www.scopus.com/pages/publications/105023566696?origin=resultslist","Online marketplaces offer vast product assortments, presenting consumers with the contradiction of choice, where abundant options delay the discovery of ideal items. While recommendation systems dynamically assist users, they struggle to address changing preferences and challenges such as data sparsity and the cold-start problem. This research proposes an innovative hybrid framework merging granular pattern discovery (GPD) with collaborative filtering (CF) to boost recommendation accuracy. The GPD stage applies techniques including decision trees, sequence mining, data transformations, clustering, and text analytics to heterogeneous user activity logs, extracting detailed behavioral patterns. These granular patterns enrich user profiles, enabling CF to more effectively match users by reducing data sparsity and enhancing prediction accuracy for new users or products with limited historical data. A graph-based algorithm matches consumers with associated preferences through similarity computations between profile vectors, seamlessly integrating neighborhood-based collaboration for personalized product rating predictions. Top-N recommendations are generated by ranking items based on predicted user–item affinity. Extensive testing demonstrates significant improvements over existing methods in key accuracy and ranking metrics, achieving a precision of 0.89 (compared with baseline methods of 0.68 and 0.62), a recall of 0.85, and an F1-score of 0.87. These improvements directly enhance user experience by increasing recommendation relevance and item discoverability, crucial for engagement and conversion in practical e-commerce scenarios. The proposed fusion approach significantly improves adaptability and accuracy, setting the stage for next-generation intelligent recommendation engines responsive to evolving user interests. © 2014 IEEE.","Cold start problem; collaborative filtering (CF); consumer targeting; E-commerce; machine learning; product recommendations; rating prediction; recommendation system (RS); similarity scoring; user behavior analysis; user profiling","Artificial intelligence; Clustering algorithms; Consumer behavior; Data mining; Decision trees; Forecasting; Graphic methods; Learning systems; Metadata; Recommender systems; Starting; User interfaces; Cold start problems; Collaborative filtering; Consumer targeting; Machine-learning; Product recommendation; Rating prediction; Recommendation system; Similarity scoring; User behavior analysis; User's profiling; Collaborative filtering; Electronic commerce","Article","Article in press","","Scopus","2-s2.0-105023566696"
"Chen Z.; Choi J.; Fetahu B.; Malmasi S.","Chen, Zhiyu (58686743700); Choi, Jason (57211408676); Fetahu, Besnik (55364706500); Malmasi, Shervin (56578472800)","58686743700; 57211408676; 55364706500; 56578472800","Identifying High Consideration E-Commerce Search Queries","2024","EMNLP 2024 - 2024 Conference on Empirical Methods in Natural Language Processing, Proceedings of the Industry Track","","","","563","572","0","10.18653/v1/2024.emnlp-industry.42","https://www.scopus.com/pages/publications/85216734565?origin=resultslist","In e-commerce, high consideration search missions typically require careful and elaborate decision making, and involve a substantial research investment from customers. We consider the task of automatically identifying such High Consideration (HC) queries. Detecting such missions or searches enables e-commerce sites to better serve user needs through targeted experiences such as curated QA widgets that help users reach purchase decisions. We explore the task by proposing an Engagement-based Query Ranking (EQR) approach, focusing on query ranking to indicate potential engagement levels with query-related shopping knowledge content during product search. Unlike previous studies on predicting trends, EQR prioritizes query-level features related to customer behavior, financial indicators, and catalog information rather than popularity signals. We introduce an accurate and scalable method for EQR and present experimental results demonstrating its effectiveness. Offline experiments show strong ranking performance. Human evaluation shows a precision of 96% for HC queries identified by our model. The model was commercially deployed, and shown to outperform human-selected queries in terms of downstream customer impact, as measured through engagement. © 2024 Association for Computational Linguistics.","","Decision making; Investments; Marketplaces; Purchasing; Structured Query Language; Decisions makings; E- commerces; E-commerce sites; Engagement levels; Purchase decision; Ranking approach; Research investment; Search missions; Search queries; User need; Sales","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85216734565"
"Amaya J.; Encarnación T.; Cantillo V.","Amaya, Johanna (57190658672); Encarnación, Trilce (57200815158); Cantillo, Victor (8273409900)","57190658672; 57200815158; 8273409900","Sustainable last mile delivery alternatives: Influencing factors and willingness to use","2025","Transportation Research Part D: Transport and Environment","139","","104574","","","10","10.1016/j.trd.2024.104574","https://www.scopus.com/pages/publications/85214116116?origin=resultslist","E-commerce deliveries have grown significantly in the last decade, generating increased environmental impacts. While e-commerce grows, there is a need to integrate sustainability into its operations, especially concerning last-mile deliveries. Our goal is to understand the factors influencing consumer decision-making when selecting delivery alternatives. We examine consumers’ preferences using stated preference data collected in the United States. Respondents evaluated delivery alternatives, including operational and behavioral attributes. Interestingly, disclosing the environmental impact of each option does not influence consumer decisions. However, disclosing the delivery vehicle type does matter. The analyses reveal that consumers’ willingness to use sustainable options depends on their receiving additional benefits, varying across socio-economic profiles. Furthermore, elasticities and substitution rates confirm that consumers are willing to pay for convenient deliveries and are reluctant to make behavioral changes. These insights should be used to incentivize the use of sustainable alternatives for last-mile deliveries. We close the paper with recommendations to key stakeholders in urban areas. © 2024 Elsevier Ltd","Consumer preferences; E-commerce deliveries; Sustainable delivery alternatives; Urban deliveries","United States; Marketplaces; Consumer decision making; Consumers' preferences; E- commerces; E-commerce delivery; Integrate sustainability; Last mile; Stated preferences; Sustainable delivery; Sustainable delivery alternative; Urban delivery; consumption behavior; decision making; electronic commerce; preference behavior; urban service; Sustainable development goals","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85214116116"
"Wang H.; Li Z.; Liu X.; Ding D.; Hu Z.; Zhang P.; Zhou C.; Bu J.","Wang, Haishuai (57014141700); Li, Zhao (57191700056); Liu, Xuanwu (57214682710); Ding, Donghui (57207781261); Hu, Zehong (57199834542); Zhang, Peng (56202619100); Zhou, Chuan (56703955100); Bu, Jiajun (55684269900)","57014141700; 57191700056; 57214682710; 57207781261; 57199834542; 56202619100; 56703955100; 55684269900","Fulfillment-Time-Aware Personalized Ranking for On-Demand Food Recommendation","2021","International Conference on Information and Knowledge Management, Proceedings","","","","4184","4192","8","10.1145/3459637.3481923","https://www.scopus.com/pages/publications/85119176539?origin=resultslist","On-demand food delivery (OFD) platforms have greatly impacted the food service industry, where OFD recommendation systems play a central role in enhancing user experience and raising revenues. OFD recommendation, compared with existing online e-commerce recommendation systems, needs to put more emphasis on fulfillment time related variables, because the order fulfillment cycle time (OFCT) which refers to the time elapsed between a user placing a food order and receiving the food significantly influences a user's choice from the recommended items. In this paper, we investigate the OFCT related information and propose a Fulfillment-Time-Aware Personalized Ranking (FTAPR) method for recommendation. FTAPR mainly consists of three components. First, Transformers are used to estimate OFCT based on a large amount of user order sequences. Then, the predicted OFCT and other OFCT related features are fused and encoded by a deep & cross network to learn fulfillment time related feature representation. At the last step, the time bias representation from the deep & cross network is integrated into the ranking system to deliver final search results. Extensive offline and online experiments on real-world datasets collected from one of China's largest OFD platforms Ele.me show the superiority of our model, e.g., an online A/B testing shows that FTAPR brings 1.3% and 2.5% gains in CTR and CVR compared with baselines. © 2021 ACM.","food ranking; fulfillment-time-aware recommendation; on-demand food delivery; order delivery time estimation","Online systems; Cross networks; Delivery time; Food delivery; Food ranking; Fulfillment-time-aware recommendation; On demands; On-demand food delivery; Order delivery time estimation; Order fulfilment cycle time; Time estimation; Recommender systems","Conference paper","Final","","Scopus","2-s2.0-85119176539"
"Rangelov V.; Trifonov R.; Pavlova G.","Rangelov, Venelin (59515178600); Trifonov, Roumen (34881030700); Pavlova, Galya (57194637773)","59515178600; 34881030700; 57194637773","Strategy for Selecting A Widely-Applicable Algorithm for Finding Semantic Relationships Between Products in The Field of E-Commerce","2024","2024 12th International Scientific Conference on Computer Science, COMSCI 2024 - Proceedings","","","","","","0","10.1109/COMSCI63166.2024.10778512","https://www.scopus.com/pages/publications/85215073111?origin=resultslist","Semantic relationship is the logical connection between the parameters, application, and significance of two or more objects. In this paper, we analyze and select appropriate algorithms for determining semantic relationships in e-commerce, where effective product recommendations are critical for boosting customer trust and increasing sales. The study evaluates several key algorithms, including associative matching, contextual matching, and graph-based methods, in terms of scalability, suitability for dynamic data, resource consumption, and other relevant characteristics. The findings suggest that content-based filtering, the Hungarian algorithm, and the Simplex method are the most promising candidates. Also included are potential improvements through hybrid approaches and iterative refinement. The results provide a structured methodology for selecting optimal algorithms in varying scenarios. © 2024 IEEE.","Algorithms for semantic relationship; e-commerce; recommendation algorithms","Graph algorithms; Marketplaces; Optimization algorithms; Algorithm for semantic relationship; Associative matching; Customer trust; E- commerces; Graph-based methods; Logical connections; Matchings; Product recommendation; Recommendation algorithms; Semantic relationships; Consensus algorithm","Conference paper","Final","","Scopus","2-s2.0-85215073111"
"Duan C.; Wang W.; Li M.; Hu C.; Jiang J.","Duan, Chenxi (59308310800); Wang, Wei (57143669900); Li, Minghao (57199160716); Hu, Chongshuang (58542929900); Jiang, Jiang (55667273800)","59308310800; 57143669900; 57199160716; 58542929900; 55667273800","Product Recommender Strategy for a Reselling E-commerce Platform","2024","International Conference on Big Data and Information Analytics, BigDIA","","2024","","350","357","0","10.1109/BigDIA63733.2024.10808450","https://www.scopus.com/pages/publications/85219200752?origin=resultslist","The reselling mode is widely adopted bye-commerce platforms like Amazon and JD.com. Moreover, platforms build product recommender systems to enhance their marketing capa-bilities. However, platforms and sellers face difficulties in deciding when to adopt recommender systems and how to adjust product prices in the presence of recommender systems. Using a game-theoretic model, this paper analyses the economic impacts of a recommender system on product prices and firm profits. We unveil the conditions under which the platform should introduce the recommender system and present the equilibrium pricing and recommendation strategies of the platform and its upstream sellers. A core finding is that the recommender system can benefit both the platform and the sellers if it is designed for encouraging the improving consumer net utility rather than simply pursuing the platform's profit maximization. © 2024 IEEE.","consumer preferences; e-commerce platform; game theory; recommender system; reselling mode","Commerce; Costs; Commerce platforms; Consumers' preferences; E- commerces; E-commerce platform; Economic impacts; Game-theoretic model; Paper analysis; Product price; Product recommender system; Reselling mode; Marketplaces","Conference paper","Final","","Scopus","2-s2.0-85219200752"
"Kataria R.; Pathak P.; Fatma A.; Bhatt V.; Kumar P.","Kataria, Ria (59490984100); Pathak, Pankaj (57205670746); Fatma, Anam (58139691200); Bhatt, Vimal (57209512115); Kumar, Prabhat (58828952100)","59490984100; 57205670746; 58139691200; 57209512115; 58828952100","The Role of Augmented Reality (AR) in Retail Marketing: Enhancing Customer Engagement and In-store Experiences","2024","Proceedings - 2024 International of Seminar on Application for Technology of Information and Communication: Smart And Emerging Technology for a  Better Life, iSemantic 2024","","","","223","228","5","10.1109/iSemantic63362.2024.10762095","https://www.scopus.com/pages/publications/85213388001?origin=resultslist","Outreach of Augmented Reality or AR gets to the very edge of the advances of technologies that aim to change shopping rooms. This AR technology bridges the digital and physical worlds, providing shoppers with the exciting interactivity of a multimedia experience. It also lets shoppers engage with a product or brand deeper, leads to an increase in the rich experience of the store, and ultimately results in an increase in sales. This research undertakes a detailed examination of AR's fundamental use for retail marketing, which lies in its unique ability to improve customer engagement and boost the quality of their in-store shopping experiences. The study will start with a complete outline in which AR technology will be given a thorough briefing covering its multiple applications that can transform the retail industry. Specific examples are given, including various cases in which the mentioned AR technologies are being used by innovative retailers to improve their customer experience. © 2024 IEEE.","Augmented Reality; Consumer Behavior; E-commerce; Online Shopping; Personalization","Sales; Shopping centers; Augmented reality technology; Customer experience; Digital world; Interactivity; Multiple applications; Online shopping; Personalizations; Physical world; Retail industry; Retail marketing; Marketplaces","Conference paper","Final","","Scopus","2-s2.0-85213388001"
"Ma D.; Dong J.; Lee C.-C.","Ma, Dan (57440720800); Dong, Jialing (59414572100); Lee, Chien-Chiang (8601620600)","57440720800; 59414572100; 8601620600","Influence of perceived risk on consumers’ intention and behavior in cross-border e-commerce transactions: A case study of the Tmall Global platform","2025","International Journal of Information Management","81","","102854","","","27","10.1016/j.ijinfomgt.2024.102854","https://www.scopus.com/pages/publications/85209355676?origin=resultslist","With the rapid development of economic integration and information technology, cross-border e-commerce has become the most important form of e-commerce. However, there are currently many uncertainties in cross-border online shopping, and the low physical proximity exacerbates the psychological distance, perceived risk, and lack of trust, all of which affect consumer decision-making to a considerable extent. This study adopts both quantitative and qualitative methods. A questionnaire survey was conducted among consumers using the Tmall Global platform in Chinese-speaking (433 individuals) and non-Chinese-speaking (379 individuals) regions, and structural equation modeling was used for data analysis. We also conducted a focus group discussion to interpret the quantitative results and provide recommendations for platform improvements. The results show that perceived risk has a negative effect on consumers’ intentions and behaviors to purchase and recommend the platform. Perceived risk can reduce the level of trust, whereas trust and intention can promote consumer behavior. © 2024 Elsevier Ltd","Consumer behavior; Consumer intention; Cross-border e-commerce; Perceived risk; Purchase; Recommendation","Case-studies; Consumer intention; Cross-border; Cross-border e-commerce; E- commerces; E-commerce transactions; Economic information; Perceived risk; Purchase; Recommendation; Marketplaces","Article","Final","","Scopus","2-s2.0-85209355676"
"Wei J.A.K.; Mansor M.M.; Derasit Z.; Bakar M.A.A.; Ul-Saufie A.Z.; Hamzah F.M.","Wei, Justin Ang Kang (59726476800); Mansor, Mahayaudin M. (57190938126); Derasit, Zuraidah (57195986277); Bakar, Mohd Aftar Abu (58513964700); Ul-Saufie, Ahmad Zia (55358162200); Hamzah, Firdaus Mohamad (56266163500)","59726476800; 57190938126; 57195986277; 58513964700; 55358162200; 56266163500","Quantifying the Benefits of Implementing Big Data Analytics on Consumers’ Online Purchase Intentions in e-Commerce","2024","2024 IEEE International Conference on Computing, ICOCO 2024","","","","18","23","0","10.1109/ICOCO62848.2024.10928190","https://www.scopus.com/pages/publications/105002007917?origin=resultslist","The digital revolution has reshaped the global economy, especially e-commerce. Innovative technologies such as big data analytics, artificial intelligence, and cloud computing drive this transformation, enabling companies to make informed business decisions and influence consumers’ online purchasing behaviour. This study explores empirical evidence for the benefits of using big data analytics (BDA) to influence consumers’ online purchasing decisions in e-commerce. Primary data was collected via an online survey targeting 300 customers with online shopping experience on platforms that have adopted the digital technologies of BDA. Statistical methods used in this study included questionnaire design, reliability test, descriptive analysis, and multiple regression modelling and diagnostics. The findings indicate that the benefits of implementing BDA in e-commerce for information search, recommendation systems, consumer services, dynamic pricing, security and fraud detection are strongly associated with consumers’ online purchasing intentions. The study underscores the importance of businesses leveraging BDA, as the benefits significantly and positively impact consumers’ purchasing intentions in e-commerce while addressing security and fraud detection concerns that undermine its advantage. Nevertheless, we encourage all companies to leverage BDA implementation in their digital marketplace, which ultimately contributes to achieving e-commerce goals, such as increased market reach, cost reduction, and revenue growth. ©2024 IEEE.","data analytics; e-commerce; multiple linear regression; online purchase intentions","Data analytics; Digital revolution; E- commerces; Fraud detection; Global economies; Multiple linear regressions; Online purchase intention; Online purchasing; Purchase intention; Security detection; Marketplaces","Conference paper","Final","","Scopus","2-s2.0-105002007917"
"Yuan Z.; Chen A.Y.; Wang Y.; Sun T.","Yuan, Zhe (57269247600); Chen, AJ Yuan (59618345300); Wang, Yitong (58855579900); Sun, Tianshu (57207451220)","57269247600; 59618345300; 58855579900; 57207451220","How Recommendation Affects Customer Search: A Field Experiment","2025","Information Systems Research","36","1","","84","106","10","10.1287/isre.2022.0294","https://www.scopus.com/pages/publications/105001998768?origin=resultslist","Product recommendation and search are two technology-mediated channels through which e-commerce platforms can help customers find products. However, the relationship between the two channels and the underlying mechanisms and implications for platform design are not well understood. We leverage a randomized field experiment with 555,800 customers on a large e-commerce platform to investigate how product recommendation affects customer search. We vary the relevance of the recommendation that users experience upon arriving at the home page of the platform and find that a decrease in recommendation relevance leads to a significant increase in consumers’ use of the search channel, indicating a (partial) substitution effect between the two at the aggregate level. We find substantial heterogeneity across product categories, propose a conceptual framework, and theorize how different states of customer demand—demand fulfillment and demand formation—may drive such heterogeneity. The results are aligned with our framework and provide evidence that both demand formation and fulfillment are at work in the channel interactions between recommendation and search. Specifically, when customers receive more product recommendations in a category, they search more in that category with generic query words, which indicates complementarity between recommendation and search. However, when customers receive fewer product recommendations in a category of interest, they compensate for this reduction by searching more in that category with long-tail query words, which indicates a substitution between recommendation and search. This experimental study is among the first to examine the causal relationship between the recommendation channel and search channel and offers implications for the design of e-commerce platforms. © 2024 INFORMS.","channel complementarity; channel substitution; data regulations; e-commerce; field experiment; personalization; recommendation; recommendation system; search","Recommender systems; Sales; Channel complementarity; Channel substitution; Commerce platforms; Data regulations; E- commerces; Field experiment; Personalizations; Product recommendation; Recommendation; Search; Marketplaces","Article","Final","","Scopus","2-s2.0-105001998768"
